image,bbox,conf
06ea320d3ba1c8.jpg,[[75  250  3392  735]],[0.806641]
06ebd4d31bd91a.jpg,[[0  5  1324  387]],[0.751465]
06f002d6ef9274.jpg,[[0  160  2514  2183]],[0.520508]
06f0bec3e7e6ca.jpg,[[158  217  721  361]],[0.705078]
06f13c6a7f0c0b.jpg,[[11  95  717  503]],[0.551758]
06f472f6c87ec0.jpg,[[708  738  2201  1390]],[0.615234]
06f535250c3e8a.jpg,[[1259  845  2103  1184]],[0.747559]
06f796e0083f76.jpg,[[1473  738  1906  938]],[0.541016]
06f7af78c92cbf.jpg,[[1335  988  1965  1391]],[0.566895]
06f88be9b8367d.jpg,[[2  36  1345  1079]],[0.797363]
06f910c0c232ca.jpg,[[0  0  3597  603]],[0.749023]
06fab953387ddd.jpg,[[4  113  1227  590]],[0.710449]
06fb577b58b1d8.jpg,[[53  89  1227  545]],[0.680664]
06fb7dfee9ff23.jpg,[[0  34  1041  719]],[0.798828]
06fba14120ac20.jpg,[[0  45  417  379]],[0.60498]
06fd46c6be7eab.jpg,[[139  360  1981  1055]],[0.770996]
06fd823e4edbb2.jpg,[[957  870  2279  1513]],[0.780762]
070117a771f529.jpg,[[1603  879  2271  1271]],[0.610352]
0701daabc5a7e3.jpg,[[1285  1096  1983  1453]],[0.807617]
0701f749b9f783.jpg,[[955  659  2138  1461]],[0.716309]
07026d10cc9f22.jpg,[[12  106  1462  377]],[0.814453]
0702dabffe9452.jpg,[[1  285  3578  2201]],[0.739258]
07033d9189c6d3.jpg,[[12  712  2664  2134]],[0.617676]
0703d3b6ffe3d6.jpg,[[6  508  3599  1694]],[0.778809]
070483df4e1843.jpg,[[8  102  762  488]],[0.438721]
0705f9924d6a5d.jpg,[[5  0  2977  592]],[0.688477]
0708cb0087e055.jpg,[[1078  673  1698  1053]],[0.459961]
0709e5045a2172.jpg,[[3  16  1415  236]],[0.788086]
070adf80350796.jpg,[[1660  1379  1972  1472]],[0.598145]
070c72998f577c.jpg,[[96  153  3504  2336]],[0.637207]
070dba4aac7ca8.jpg,[[3  27  683  559]],[0.758301]
070f0dc38c0fd6.jpg,[[1690  1524  2112  1738]],[0.831543]
070f3d2f0832de.jpg,[[0  168  1061  763]],[0.57666]
0711acdb4c6d89.jpg,[[0  0  274  287]],[0.730957]
0713524f4127d6.jpg,[[0  717  3520  1604]],[0.734863]
071370c6031dbc.jpg,[[0  35  1284  864]],[0.824219]
07151e42a275b3.jpg,[[26  36  676  147]],[0.733398]
0716e85fbc9d69.jpg,[[746  978  2142  1484]],[0.6875]
0717622236a83f.jpg,[[172  396  3600  1772]],[0.785156]
0718cdcadb2562.jpg,[[956  504  2095  976]],[0.667969]
0718de3bc26f8e.jpg,[[0  69  510  451]],[0.622559]
071ad504960b12.jpg,[[3  876  2599  2060]],[0.689453]
071b32281bf64a.jpg,[[1053  802  1852  1178]],[0.777344]
071b460c974c8e.jpg,[[38  53  1655  337]],[0.848145]
071badbf8a1e3e.jpg,[[0  111  1347  447]],[0.708008]
071c14f449513c.jpg,[[1551  713  3357  983]],[0.477539]
071d3a90cc6bae.jpg,[[1326  1032  2249  1350]],[0.60498]
071ef33828d9a2.jpg,[[882  1362  2410  1834]],[0.772461]
07202107f222e6.jpg,[[0  8  2660  1441]],[0.605957]
0721ef3c5330ca.jpg,[[15  0  3407  477]],[0.790527]
0723310846e133.jpg,[[337  795  2978  1545]],[0.76709]
072450df9cda94.jpg,[[0  11  1830  919]],[0.788086]
07268f80f22cb0.jpg,[[0  0  3599  1815]],[0.787109]
0727d05fbe7480.jpg,[[32  973  3599  2018]],[0.591797]
0729a53e3995b5.jpg,[[0  0  533  678]],[0.675781]
072d7001da3454.jpg,[[20  693  3034  1234]],[0.76709]
072d87eacbc1be.jpg,[[4  731  3593  1891]],[0.717773]
072ed9616ebb2d.jpg,[[0  3  678  623]],[0.851562]
0731929c107647.jpg,[[0  0  1055  191]],[0.710449]
07352b171b7d89.jpg,[[0  0  1988  671]],[0.786621]
0736095ef9b802.jpg,[[0  0  579  667]],[0.731934]
07368d42f6f703.jpg,[[44  729  2224  1579]],[0.697754]
0736bb981c86a2.jpg,[[0  0  448  520]],[0.755859]
07370a34048f79.jpg,[[8  191  2417  620]],[0.805664]
0738b17cd40563.jpg,[[2  114  1359  840]],[0.748535]
0738b7f4e00401.jpg,[[1463  752  2265  1293]],[0.703125]
0739cf1b4698c7.jpg,[[57  210  2110  759]],[0.725586]
073d0bdadf9f5a.jpg,[[1706  734  3286  1282]],[0.796875]
0740ab838d231a.jpg,[[205  120  1395  502]],[0.758301]
074126a2e650ae.jpg,[[105  220  1717  552]],[0.765625]
074241468b2fda.jpg,[[0  343  1472  774]],[0.777832]
074369d22f33cf.jpg,[[1330  828  2321  1423]],[0.680664]
0743a9a2a98205.jpg,[[0  26  2257  1810]],[0.825195]
0744726268da49.jpg,[[0  0  2172  310]],[0.80127]
0745d8aabd7369.jpg,[[0  817  1864  1720]],[0.773438]
07466f4973a412.jpg,[[0  85  3600  1758]],[0.805176]
0749a570a7ed5a.jpg,[[1470  768  2483  1263]],[0.739258]
074aefb896fdb2.jpg,[[10  94  1739  346]],[0.773926]
074bfae26bb164.jpg,[[0  0  1135  1152]],[0.754883]
074c5db83c7799.jpg,[[12  8  2457  371]],[0.80127]
074c6223b814d3.jpg,[[36  53  1035  164]],[0.52832]
074cb195f047e4.jpg,[[25  894  2276  1400]],[0.794434]
074d06d5eba5c5.jpg,[[480  885  2176  1620]],[0.792969]
074ef465be845a.jpg,[[1  13  887  197]],[0.830078]
074f575986d46d.jpg,[[0  40  916  634]],[0.705078]
075232186f5450.jpg,[[209  296  707  408]],[0.73584]
0753539a8f0918.jpg,[[2  0  1181  234]],[0.658203]
0754b666762828.jpg,[[0  56  1400  927]],[0.82373]
0755c683e91766.jpg,[[0  424  2179  1372]],[0.825684]
0756f14d883a80.jpg,[[940  770  2264  1312]],[0.782715]
075b8bec944239.jpg,[[12  0  2944  1009]],[0.853516]
075cb1c4a42631.jpg,[[2  175  2604  1764]],[0.831055]
075d960c6158f7.jpg,[[0  13  1893  575]],[0.819336]
075e8a434edef8.jpg,[[652  740  2310  1279]],[0.768555]
075f49f28eb411.jpg,[[3  3  2279  340]],[0.802734]
075f6b55a637e3.jpg,[[0  331  3503  2127]],[0.778809]
07667014419cf2.jpg,[[612  478  2234  1448]],[0.629883]
0768729966540c.jpg,[[868  1152  2327  1398]],[0.644043]
0769fb08ec9d66.jpg,[[1  1  310  331]],[0.844727]
076b312fcba59a.jpg,[[0  43  3586  907]],[0.788574]
076cf05ac93dcc.jpg,[[1470  719  3496  1253]],[0.606934]
0770b0fd85321e.jpg,[[393  490  805  606]],[0.451416]
0770c85e41dcf9.jpg,[[0  73  3434  2137]],[0.604004]
0770d97f097ad9.jpg,[[0  5  270  253]],[0.84082]
0771267ff30fcc.jpg,[[191  75  995  411]],[0.712891]
077148abb54797.jpg,[[845  1344  2878  1634]],[0.607422]
07717029e54891.jpg,[[0  0  1880  323]],[0.742188]
07719755031eea.jpg,[[879  1005  3211  1886]],[0.697754]
07735f92ce6f6c.jpg,[[0  0  677  874]],[0.685059]
0773c8670d7045.jpg,[[1315  827  2275  1506]],[0.706543]
07750a38f9a774.jpg,[[0  12  923  652]],[0.827148]
0775d4065ad59f.jpg,[[1278  965  2099  1319]],[0.806152]
07777d10111b50.jpg,[[797  33  1786  366]],[0.78125]
07791208d84cf5.jpg,[[0  641  3540  1931]],[0.733398]
07798006a17b41.jpg,[[790  600  3007  1257]],[0.782715]
077a8bbf9c79e6.jpg,[[1337  437  3006  1161]],[0.708008]
077bb4f94981fb.jpg,[[1437  888  3000  1607]],[0.744141]
077c1bd2a4fdcf.jpg,[[1233  628  2013  952]],[0.694336]
077c93dbe22816.jpg,[[593  993  2278  1590]],[0.821777]
077cbfc04ea5e7.jpg,[[0  61  1514  1306]],[0.805664]
077f7c5a6794ed.jpg,[[643  973  2322  1584]],[0.851562]
0782f3b4b31a92.jpg,[[953  1000  2623  1571]],[0.787109]
07832b3655e366.jpg,[[1132  881  1437  964]],[0.548828]
0783f5b837b77c.jpg,[[0  0  1008  1206]],[0.816406]
078405d91864ba.jpg,[[2  60  918  224]],[0.842773]
0787cf0a2682c6.jpg,[[781  483  3456  1185]],[0.705078]
078863a03e339d.jpg,[[0  7  1658  955]],[0.676758]
0788ab62466ca8.jpg,[[0  35  787  666]],[0.733887]
0789849a6d589d.jpg,[[0  16  1873  934]],[0.804199]
078a32031a3567.jpg,[[1200  927  1712  1205]],[0.715332]
078a52ba92b2fc.jpg,[[1326  1602  2324  1756]],[0.787109]
078aa410742d76.jpg,[[105  168  2303  648]],[0.85791]
078c4c6ccd7b57.jpg,[[5  32  946  254]],[0.410156]
078cb6b2784e57.jpg,[[0  4  392  362]],[0.818359]
078cd2221d0a21.jpg,[[77  41  465  158]],[0.728516]
078d05261e3413.jpg,[[1413  1264  1866  1403]],[0.725586]
078da28dde6b37.jpg,[[349  1083  2398  1476]],[0.706543]
078e3aafd89eff.jpg,[[33  14  1108  215]],[0.788574]
078f69a0902d4f.jpg,[[58  743  2951  1730]],[0.85791]
0790162a8c37b6.jpg,[[0  12  335  233]],[0.702637]
079236d75055cd.jpg,[[119  127  1286  569]],[0.696777]
07956c2fa9da5f.jpg,[[2  41  2054  1386]],[0.82959]
0795ba61c9119b.jpg,[[81  104  1806  489]],[0.658203]
079603e170f835.jpg,[[898  622  2838  1430]],[0.744629]
0798486fb77c6c.jpg,[[1  36  1402  380]],[0.773438]
07986b37b137c3.jpg,[[0  38  683  266]],[0.605957]
07987a90fcbfeb.jpg,[[1426  740  2821  1046]],[0.811035]
0798cdfe63e175.jpg,[[20  0  2148  259]],[0.837402]
079a0de30f22a5.jpg,[[203  55  958  260]],[0.85791]
079b575490e38d.jpg,[[1267  558  2838  1244]],[0.773438]
079b5cae92cd55.jpg,[[299  380  1779  832]],[0.766113]
079c1d1ad21139.jpg,[[0  0  2913  1251]],[0.863281]
079c2f535e6d67.jpg,[[3  19  1981  706]],[0.666504]
079f7739affaf1.jpg,[[19  4  2469  352]],[0.801758]
079fea0b82bb2d.jpg,[[14  119  3089  2140]],[0.831543]
079ffdd805c593.jpg,[[0  105  787  407]],[0.708984]
07a04a1de82a96.jpg,[[7  50  1272  241]],[0.827637]
07a1537e7a9ce1.jpg,[[0  32  652  355]],[0.739258]
07a2c5639c7b4a.jpg,[[0  62  3599  817]],[0.802734]
07a2c862668cc5.jpg,[[278  383  1176  934]],[0.615234]
07a3659532fcfd.jpg,[[225  550  2133  2011]],[0.519043]
07a5a3b22d6b14.jpg,[[74  7  694  220]],[0.736328]
07a66121ba68b0.jpg,[[7  140  3000  1495]],[0.842773]
07a7fd33b15ea0.jpg,[[0  0  197  227]],[0.708984]
07aba097549b52.jpg,[[890  747  2561  1433]],[0.729492]
07acf0db43e67d.jpg,[[40  25  466  124]],[0.744629]
07ad562b003b98.jpg,[[1213  890  3340  1592]],[0.80127]
07ae42652695aa.jpg,[[1126  919  2509  1541]],[0.713867]
07ae75a8c0b18f.jpg,[[0  626  1673  1216]],[0.708984]
07b0cd9dce2ec2.jpg,[[925  636  3600  1667]],[0.690918]
07b10c6b5d5a87.jpg,[[104  0  3558  1541]],[0.666504]
07b12580b758b0.jpg,[[2  13  404  326]],[0.836914]
07b191181cec71.jpg,[[0  0  3047  730]],[0.853516]
07b315bd672479.jpg,[[3  0  1397  221]],[0.743164]
07b4eb96ccf9af.jpg,[[1445  904  2313  1321]],[0.717773]
07b85485114612.jpg,[[0  0  859  815]],[0.880371]
07b8fac61777d6.jpg,[[47  309  1603  887]],[0.634277]
07ba93947995a8.jpg,[[4  63  1333  355]],[0.841309]
07baaa3598e33c.jpg,[[4  20  3278  592]],[0.743164]
07babba2c8c5f4.jpg,[[1455  988  1974  1270]],[0.655762]
07bbdc768e9b16.jpg,[[0  225  756  485]],[0.769531]
07bd7f60fa79ea.jpg,[[214  152  944  280]],[0.625977]
07c1d1f9676660.jpg,[[819  1178  2314  1551]],[0.81543]
07c3994567078d.jpg,[[423  180  1179  405]],[0.708984]
07c5dd87fb3629.jpg,[[186  113  303  205]],[0.537109]
07c73d50d481d7.jpg,[[6  57  1542  662]],[0.706543]
07c8b24373e16b.jpg,[[1738  790  2565  1158]],[0.71875]
07c95e3be700a3.jpg,[[4  1  3594  1099]],[0.822266]
07c9f04ff8d206.jpg,[[3  17  1024  648]],[0.855469]
07caca083cd797.jpg,[[1172  812  2280  1186]],[0.805664]
07cb0c22ba4188.jpg,[[1491  1149  2171  1358]],[0.666504]
07cda09fa9c15b.jpg,[[39  4  3083  458]],[0.782227]
07ce96ec44eb52.jpg,[[100  47  3425  811]],[0.63623]
07cfdc9d81167c.jpg,[[0  6  499  330]],[0.809082]
07d0b0dcb067d0.jpg,[[0  5  812  523]],[0.827148]
07d1ed243e07ea.jpg,[[0  0  336  407]],[0.820801]
07d332cb41d6e5.jpg,[[348  593  1927  902]],[0.601074]
07d338c6d57ad2.jpg,[[25  215  1378  1115]],[0.73584]
07d4d07aa31141.jpg,[[0  793  3599  2402]],[0.760742]
07dc2f47af8d9f.jpg,[[0  1  3594  857]],[0.813965]
07dce76bfda944.jpg,[[758  528  2984  1924]],[0.588867]
07dd674fa5c01c.jpg,[[8  42  1471  318]],[0.791016]
07ddfd7048d99d.jpg,[[11  66  3585  647]],[0.830566]
07de97295a6f84.jpg,[[4  3  2799  447]],[0.734863]
07df865bb3ba83.jpg,[[32  370  3566  937]],[0.810059]
07e23ac7208bf4.jpg,[[15  190  2138  542]],[0.79834]
07e676672f4887.jpg,[[0  107  973  614]],[0.762207]
07e6cd623c11c5.jpg,[[994  1073  2639  1841]],[0.776855]
07e8b831becb3d.jpg,[[1632  1359  1939  1451]],[0.74707]
07e8d0c8aac153.jpg,[[156  279  1288  603]],[0.772461]
07e93049d3879f.jpg,[[6  10  2249  349]],[0.76123]
07e933668a893a.jpg,[[10  0  3538  664]],[0.762207]
07e979384cc32b.jpg,[[0  68  856  658]],[0.789062]
07eae8e30d1fce.jpg,[[3  3  3514  1529]],[0.853516]
07eb070c247ab4.jpg,[[1551  1549  2057  1645]],[0.473633]
07eb9c70f6e26b.jpg,[[0  20  1157  1024]],[0.818848]
07ebff279c3c31.jpg,[[816  1337  2212  1620]],[0.565918]
07ec7ef1661b03.jpg,[[1584  842  2076  1180]],[0.567871]
07ecde326c4ab2.jpg,[[43  1  1922  406]],[0.760742]
07ed59a9e1f376.jpg,[[1538  779  2525  1155]],[0.76123]
07edcba9b5e3e6.jpg,[[586  772  1668  1120]],[0.648926]
07ee98fe7c9cd4.jpg,[[8  38  1248  318]],[0.720215]
07ef451299b7e5.jpg,[[1358  1424  2930  1998]],[0.79248]
07effa9142b86e.jpg,[[502  609  2342  1278]],[0.74707]
07f116c34fec36.jpg,[[108  167  1798  484]],[0.841797]
07f4224311f653.jpg,[[1288  839  2179  1185]],[0.705566]
07f75af5e04ecd.jpg,[[0  568  1889  1898]],[0.756348]
07f76c148844fd.jpg,[[0  58  830  483]],[0.668945]
07f7a2ba26c3c8.jpg,[[1524  931  1828  1067]],[0.560059]
07f9b2da05b295.jpg,[[1522  919  1834  1094]],[0.637695]
07fa442a169c45.jpg,[[1185  1052  2198  1274]],[0.727051]
07fb78e25f6d08.jpg,[[60  64  249  120]],[0.666504]
07fc0ca81132f1.jpg,[[0  142  3600  2189]],[0.727051]
0802712c80b3ee.jpg,[[0  148  806  518]],[0.737305]
08028ed45e20e7.jpg,[[753  538  3451  1568]],[0.697754]
0808f554972cf5.jpg,[[20  77  1276  306]],[0.778809]
080b72dde4e9ce.jpg,[[135  346  3245  1658]],[0.704102]
080e2a9397c207.jpg,[[1  66  2211  1021]],[0.766113]
080e51215633e0.jpg,[[825  985  2471  1238]],[0.60498]
080ef5b750bf9a.jpg,[[10  34  3121  1033]],[0.825195]
08127a947e704e.jpg,[[1567  549  2372  954]],[0.743164]
081378c8f252b7.jpg,[[38  66  624  186]],[0.757812]
0813f387646ad8.jpg,[[0  0  1406  1487]],[0.84668]
0814896714cac9.jpg,[[0  13  2032  504]],[0.770508]
0815d83d9c91a4.jpg,[[6  174  3599  746]],[0.772461]
081850f7c90d34.jpg,[[0  1285  1176  1895]],[0.544434]
081b513ebec300.jpg,[[0  126  2122  1478]],[0.729492]
081bd76db9de0c.jpg,[[1352  748  2250  1193]],[0.712891]
081c710e3118ef.jpg,[[1428  855  2298  1180]],[0.687012]
081c8d8b7130cf.jpg,[[1447  1125  1902  1231]],[0.772461]
081e5223fe0c00.jpg,[[0  318  1396  1136]],[0.564941]
081fadb1583d7c.jpg,[[50  119  1642  1051]],[0.400635]
082335d135f276.jpg,[[886  440  2184  1306]],[0.73584]
08238b6015b9d8.jpg,[[23  75  554  305]],[0.71875]
0823b427d7e977.jpg,[[1286  792  1892  1093]],[0.543945]
0826cf5d581b79.jpg,[[860  551  3599  1353]],[0.818359]
082924b2fb8da7.jpg,[[1272  643  2085  1203]],[0.688477]
082995813bb69f.jpg,[[1127  486  3599  1433]],[0.687012]
0829ac2dffa32e.jpg,[[0  22  1837  1156]],[0.858887]
082aa0d57eb3fd.jpg,[[575  60  2160  985]],[0.675781]
082b57788cf253.jpg,[[0  726  3340  1836]],[0.788086]
082d5f951198b4.jpg,[[1  0  2997  600]],[0.649414]
082db6d43ca5af.jpg,[[96  1343  2116  2336]],[0.653809]
082e5d6ac665b0.jpg,[[0  21  660  524]],[0.84375]
082f94607f694d.jpg,[[533  598  2941  894]],[0.348633]
0831bf8ac09363.jpg,[[97  107  1087  688]],[0.733398]
0834a8564d6301.jpg,[[0  1  1206  352]],[0.755859]
0834b9b71a0ee2.jpg,[[1578  718  1958  1038]],[0.487305]
08364e276f9d36.jpg,[[1439  1102  2199  1322]],[0.82373]
08385c4ba0aab9.jpg,[[417  668  1856  958]],[0.821777]
083a0fee112e3c.jpg,[[1418  1208  2019  1334]],[0.637207]
083bedc57cb18e.jpg,[[10  75  840  623]],[0.812988]
083c778d430d85.jpg,[[0  4  1030  564]],[0.763672]
083f07e0bddf13.jpg,[[0  5  2447  900]],[0.706543]
083f9fd71fffd5.jpg,[[0  256  3599  1950]],[0.715332]
083fd58f1d13a8.jpg,[[921  648  3456  1450]],[0.852051]
0840c7573e4620.jpg,[[19  63  881  230]],[0.819336]
084318fd704995.jpg,[[1526  1090  1945  1174]],[0.420654]
0843198680142a.jpg,[[5  50  1681  1478]],[0.819336]
08435f365ae6e8.jpg,[[0  83  356  505]],[0.755859]
084535e82ed87e.jpg,[[1389  1057  2317  1498]],[0.775391]
084535ee5b37b7.jpg,[[0  51  1640  1273]],[0.700195]
0845a9ba7185f6.jpg,[[1305  691  3272  1422]],[0.808594]
084abaf9b2365c.jpg,[[14  59  932  213]],[0.805176]
084c89cbcf674b.jpg,[[0  1100  2410  1762]],[0.646973]
084e5dabe80c92.jpg,[[453  809  3016  1557]],[0.725586]
085204a24f4b4c.jpg,[[1241  735  2837  1301]],[0.622559]
08543127b10f53.jpg,[[0  0  1162  558]],[0.705566]
0855247061b806.jpg,[[0  77  1136  1021]],[0.674805]
085823072d6b13.jpg,[[501  627  2784  1072]],[0.848145]
085828b7d4bc79.jpg,[[1186  1490  2406  1841]],[0.429688]
0858bf945caf9d.jpg,[[701  888  2205  1267]],[0.814453]
0859d722cd3db7.jpg,[[1534  1223  1916  1408]],[0.80127]
085b63c77c0aca.jpg,[[822  720  2729  1024]],[0.506836]
08609f672cd416.jpg,[[7  130  2980  2066]],[0.724121]
086403b878ca79.jpg,[[0  0  404  423]],[0.728516]
0864503f71c6cc.jpg,[[0  9  1021  647]],[0.788574]
0864a7829724fb.jpg,[[1363  1436  3163  2082]],[0.789062]
0865e711ccb1cc.jpg,[[1012  1399  2893  1886]],[0.843262]
08673fc4e5653b.jpg,[[60  52  974  253]],[0.704102]
08675338e052c6.jpg,[[50  83  1375  561]],[0.689941]
086848639e4e2b.jpg,[[915  1156  2626  1440]],[0.651367]
086a7fb460b983.jpg,[[0  137  1535  778]],[0.76416]
086a94a627c70e.jpg,[[954  901  2126  1351]],[0.78125]
086c35d1fbc00f.jpg,[[822  1172  2435  1776]],[0.779297]
086d1466dd0360.jpg,[[9  89  2254  1333]],[0.629883]
086d5ab69a59ac.jpg,[[1642  0  2770  632]],[0.679199]
08701971fe5b0c.jpg,[[1  81  1855  1117]],[0.662598]
0870d4bdbce0ba.jpg,[[0  0  350  365]],[0.763672]
08716b5bba3110.jpg,[[2  159  754  629]],[0.600098]
08727c886b53f5.jpg,[[0  189  938  646]],[0.499023]
08728ee851e241.jpg,[[31  914  2622  1694]],[0.852051]
08739e9fa18840.jpg,[[992  831  2827  1605]],[0.759766]
08773134f9cf72.jpg,[[1545  783  1736  888]],[0.303955]
0877b1f69a65a1.jpg,[[349  1172  2207  1471]],[0.6875]
08790f1d54907d.jpg,[[23  805  1878  1334]],[0.751953]
0879287904f279.jpg,[[512  421  2562  1135]],[0.740723]
087d75750fb261.jpg,[[540  953  1926  1494]],[0.710449]
087f1eb402a8ca.jpg,[[12  175  1936  1134]],[0.637207]
08814cd4ecc49a.jpg,[[4  291  1989  1675]],[0.694336]
0881f961b15a3d.jpg,[[15  19  2513  357]],[0.699219]
08820e1574c0ef.jpg,[[0  0  832  410]],[0.778809]
0883038bc48e61.jpg,[[27  830  3464  1360]],[0.82959]
088361d9291627.jpg,[[1555  1099  1991  1398]],[0.65918]
0887f13f65565d.jpg,[[1625  630  3176  1131]],[0.70752]
088a729f228f37.jpg,[[0  0  426  466]],[0.841797]
088bb317f3d121.jpg,[[34  6  3244  1769]],[0.824219]
088dce96f57d72.jpg,[[1090  766  1445  1042]],[0.543945]
0892cb96bd029d.jpg,[[28  11  747  126]],[0.624512]
08939879247582.jpg,[[0  2  386  417]],[0.871094]
0893bdf54abbee.jpg,[[0  24  3600  1692]],[0.777832]
0896e04d7fe9e2.jpg,[[0  3  453  409]],[0.783203]
08990186691002.jpg,[[6  137  2174  586]],[0.793945]
089931dd10364e.jpg,[[1351  950  2698  1729]],[0.726562]
089ba26c15311c.jpg,[[0  43  1058  738]],[0.805176]
089bfb16658867.jpg,[[830  611  3456  1226]],[0.832031]
089c711b01f064.jpg,[[5  68  2303  1427]],[0.755859]
089e1009496981.jpg,[[2  38  1051  266]],[0.791992]
089f4543a3e0ad.jpg,[[787  594  1489  1013]],[0.699219]
08a006ed34370c.jpg,[[34  117  1111  441]],[0.777832]
08a00ec0e0627e.jpg,[[1395  1087  2292  1447]],[0.835449]
08a28d9eb3dd23.jpg,[[1162  1202  1960  1526]],[0.8125]
08a314ea8877ec.jpg,[[0  116  1367  864]],[0.753418]
08a43510eca73b.jpg,[[0  5  966  876]],[0.688477]
08a474d77be0b4.jpg,[[0  277  1534  844]],[0.79248]
08a489e2e2bca3.jpg,[[1031  980  2547  1655]],[0.783203]
08a856b409bea2.jpg,[[10  101  2196  465]],[0.751465]
08a8f393e99633.jpg,[[1292  1233  2081  1439]],[0.82959]
08a9873eefecdd.jpg,[[1541  1080  2860  1722]],[0.687012]
08aa3870e2b9dd.jpg,[[490  504  1980  1317]],[0.731934]
08ab1425a237a8.jpg,[[0  297  1568  687]],[0.792969]
08af867674e811.jpg,[[73  407  941  522]],[0.615234]
08afcc9a51485c.jpg,[[1690  806  2863  1622]],[0.583984]
08b1e3208d4e7a.jpg,[[0  5  698  433]],[0.654785]
08b596ffff97af.jpg,[[15  30  2543  900]],[0.678223]
08b69171acf1a2.jpg,[[4  98  860  594]],[0.273926]
08b6baf844e252.jpg,[[1033  895  2091  1314]],[0.751465]
08b77b474f2ff5.jpg,[[46  18  1577  384]],[0.786133]
08b8a7bb4d3d9c.jpg,[[635  984  2820  1465]],[0.822754]
08ba370b673dfe.jpg,[[103  519  2784  1132]],[0.847168]
08bad5f9e533c6.jpg,[[49  432  1673  832]],[0.812988]
08bb3c038c7343.jpg,[[406  910  2474  1566]],[0.830566]
08bb3db22af955.jpg,[[4  255  2970  1187]],[0.823242]
08bdef2941df25.jpg,[[1029  904  3017  1837]],[0.695801]
08bf1c765978a1.jpg,[[0  84  3592  2387]],[0.797363]
08c09f35a41ac4.jpg,[[1665  887  2162  1022]],[0.705078]
08c0af3749e4f0.jpg,[[601  394  2986  1144]],[0.777832]
08c5362dc35cb7.jpg,[[1  65  1008  272]],[0.751953]
08c6ea6fba0f72.jpg,[[2  29  475  115]],[0.810547]
08c7d8932d1043.jpg,[[993  1447  1729  1849]],[0.63623]
08c89f126baf67.jpg,[[0  732  1841  2017]],[0.684082]
08c8abfc77b9ce.jpg,[[3  37  1024  711]],[0.82959]
08c9b3c3b0523f.jpg,[[814  829  3094  1487]],[0.8125]
08c9be50f68336.jpg,[[374  293  1504  1095]],[0.348145]
08cab9e5b076b5.jpg,[[0  26  1175  621]],[0.672363]
08cb7cdae00a89.jpg,[[1193  992  2171  1409]],[0.709961]
08cb8c1cb5c5ef.jpg,[[263  229  736  384]],[0.842773]
08cd5fe4465645.jpg,[[0  486  3515  1380]],[0.822266]
08ce79774caed8.jpg,[[932  733  1984  1157]],[0.807617]
08ced5764e65e2.jpg,[[6  64  1689  477]],[0.751465]
08cedae2d8ab8a.jpg,[[457  500  3600  1984]],[0.690918]
08cf0101efd28d.jpg,[[66  440  3509  1565]],[0.672363]
08cf975078de5f.jpg,[[302  311  1095  571]],[0.802734]
08d03d9539779c.jpg,[[7  0  3072  458]],[0.777344]
08d089835021aa.jpg,[[839  64  983  124]],[0.343262]
08d0a05f6da262.jpg,[[1500  951  2612  1453]],[0.79248]
08d0c3ae7cd40d.jpg,[[474  585  2190  1303]],[0.799316]
08d1b3f936446d.jpg,[[1668  1037  1847  1085]],[0.667969]
08d23d9a924dae.jpg,[[285  132  1855  494]],[0.715332]
08d2c5627843bc.jpg,[[52  0  3577  676]],[0.67334]
08d3402e34765b.jpg,[[1295  1228  1925  1426]],[0.674805]
08d5c3afa0acf0.jpg,[[166  289  1307  550]],[0.736328]
08d62eda10685d.jpg,[[1437  816  3014  1460]],[0.754395]
08d673eec9759b.jpg,[[0  0  3599  616]],[0.749023]
08d67f0d4b9a04.jpg,[[0  38  3003  1416]],[0.763672]
08d6f6c7b62a47.jpg,[[34  231  2012  872]],[0.686035]
08da4a32e60dea.jpg,[[0  197  816  1042]],[0.78125]
08db1d61374b0d.jpg,[[1629  864  2352  1184]],[0.76709]
08dc9d26efc575.jpg,[[1656  1278  2727  1497]],[0.688477]
08dd31c84beca7.jpg,[[0  25  860  673]],[0.820801]
08dd6cf3d34fe5.jpg,[[0  172  2189  1423]],[0.827148]
08dddec4f758f4.jpg,[[2  21  967  194]],[0.827637]
08de19eda2fe76.jpg,[[3  63  1258  324]],[0.849609]
08de9392b391f9.jpg,[[42  37  1286  348]],[0.720215]
08e3f0d7193565.jpg,[[1  12  1018  704]],[0.756836]
08e5e2970160b9.jpg,[[0  7  1878  350]],[0.773926]
08e5fb588666ad.jpg,[[23  738  2201  1387]],[0.840332]
08e6400262d59a.jpg,[[1  0  2758  1850]],[0.76709]
08e6aa4fd8c307.jpg,[[0  336  3600  2249]],[0.833984]
08e73f352b54dc.jpg,[[90  579  2254  1231]],[0.84375]
08eb9421b79055.jpg,[[0  96  1065  1008]],[0.740723]
08ebf3e82d3046.jpg,[[0  19  1019  595]],[0.819336]
08ec496ad0bbb0.jpg,[[38  50  1259  308]],[0.585938]
08ee453764b60a.jpg,[[0  32  2400  484]],[0.844727]
08ee62ce213a71.jpg,[[1285  425  2122  795]],[0.78125]
08effbd001de2f.jpg,[[1  22  1126  534]],[0.816406]
08f21fc7270bf6.jpg,[[1966  1263  2174  1445]],[0.572754]
08f3d1579b97b1.jpg,[[384  653  2929  1416]],[0.733887]
